"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
100,100,53,95,53,58,67,21,20,10.92,18.25,25,53,46,94,69,"8"
100,35,94,76,62,100,22,75,38.64,37,18,33.8,58,17,71,55,"0"
19,95,33,100,50,69,50,32,40,15.03,28,36,60,45,100,46,"7"
26,93,17,75,65,46,44,6.69,15.61,18,21,70,42,98,100,100,"5"
76,100,18.73,90,48,62,93,29,54,12.24,13,27,44,64,100,94,"8"
23,97,3.87,52,11,4,61,4.96,100,36,99,84,50,100,5,77,"0"
42,92,85,75,83,100,47,86,99,69,100,31,54,7,35.02,11.92,"9"
15,46,48,82,66,100,59,48,37,7,16.38,2,51,3.45,100,6,"1"
32,58,21,36,18,9.43,70,8,100,41,95,79,53,100,14.72,88,"0"
41,83,28,54,100,50,76,12,7,12.74,11.35,41,14,84,87,100,"5"
14.15,79,46,100,82,84,36,59,70,49,100,21,50,8.69,6,15,"3"
13,63,34,98,45,100,44,61,37,24,9.52,5.34,48,5,100,7,"1"
12,72,75,91,100,100,56,80,19,60,6,40,22.52,20,58.12,21.76,"1"
13.97,75,20,100,49,94,42,58,28,25,38,6.14,70,4,100,12,"2"
6,72,5.75,98,45,100,100,98,77,76,48,51,25,25,30,34.48,"7"
100,100,48,91,15,64,8.46,32,13,4.37,60,6,56,36,20,21,"6"
21,97,27,57,82,40,50,4.95,13.04,11.91,12.76,60,41,96,100,100,"5"
19,69,14,18,45,22.52,83,27,100,73,67,100,24,86,16.57,47,"0"
80,100,33,88,73,91,82,78,97,52,100,26,57,8,35.71,13.22,"9"
39,100,11.57,83,2,49,91,50,100,70,58,88,61,44,74,38.33,"4"
5.96,65,26,99,36,100,38,63,40,27,4,2.32,23,1,100,1,"1"
19.95,81,46,100,97,83,100,44,77,7,38,7.24,33,24,94,31,"7"
6,95,88,100,34,98,6,74,43,62,100,38,75,10.03,27,13,"5"
52,100,100,99,45,92,15,56,57,64,82,38,49,4,39.11,5.42,"5"
21.53,70,23,35,44,19.86,35,4,6,37,10,74,52,95,100,100,"5"
11,65,34,100,66,77,42,38,4,8,4.7,2,50,7,100,10.87,"2"
20,79,58,100,80,76,46,50,12.36,33,4,21,50,5,100,10.14,"2"
29.92,81,39,97,96,100,91,78,95,52,100,25,54,9,27.19,14.51,"3"
56,100,38,81,11.55,53,19,33,81,30,100,57,85,26,96,35.75,"4"
71,95,37,79,25.52,47,90,47,100,68,75,100,63,50,66,39.89,"4"
24,70,22.17,74,48,97,100,100,95,76,86,50,81,24,81,23.86,"1"
100,100,70,82,36,55,21.61,31,37,31,76,36,77,34,73,37.31,"4"
8,90,39,61,44,20,17.79,8.56,11,37,55,67,100,96,57,100,"8"
100,88,57,100,19,79,7.25,44,16,9,62,7.16,59,29,15,33,"6"
34.45,100,66,98,55,65,24,33,14,27.15,75,25,100,47,13,48,"7"
48,52,100,77,45,100,4,70,63,53,81,53,62,12,39.18,17.64,"9"
100,92,65,100,39,79,37,49,73,45,69,16,36,3.93,44.12,4,"5"
52,89,56,100,100,96,75,74,65,50,80,26,44,8,27.62,13.06,"3"
78,88,28,100,14.63,75,58,74,72,73,100,36,66,6,8,8.77,"9"
31.18,93,61,100,100,81,86,50,72,19,55,12.87,34,22,99,23,"7"
18.5,69,22,93,55,100,65,73,46,41,33,8,65,3.37,100,4,"2"
87,69,68,100,28.33,76,42,38,86,8.59,21,7,51,47,100,85,"8"
69,100,25,86,22.6,55,100,58,84,86,52,89,51,39,45,34.81,"4"
65,89,26,100,16.52,70,51,63,84,70,100,31,70,3,17,4.21,"9"
47,79,16,68,15.16,30,27,5.1,74,12,100,46,94,86,51,100,"0"
13.46,85,28,100,53,82,31,50,7,19,25,4.39,63,3,100,4,"2"
38,99,9.72,55,5,1,70,8.22,100,49,78,100,23,84,13,30,"0"
33,90,21,49,63,32,27,5.83,8.84,14,9,64,52,89,100,100,"5"
23,73,45,100,46,89,40,57,28,26,14.39,7.31,49,6,100,7,"1"
22,87,17.8,71,21,98,100,100,97,83,76,53,58,22,36,30.42,"7"
37,100,19.41,83,11,58,100,58,39,91,32,90,32,39,29,36.37,"4"
23,38,42,82,54,100,46,49,33,10.51,14.93,2,49,2.1,100,3.74,"1"
38,73,53,100,96,97,75,61,100,44,83,9,39,8.84,28.57,15,"3"
27,94,15,45,36,11.89,82,7,100,52,81,98,32,100,14.52,62,"0"
66,100,15,80,16.89,50,91,46,100,72,78,65,58,33,45,34.44,"4"
24.73,92,40,100,100,86,91,45,65,6,30,7.83,21,30,92,36,"7"
16,72,46,100,85,97,72,60,100,46,86,13,43,5.52,24.68,9,"3"
28.01,22,30,40,56,67,80,95,100,100,92,66,85,34,80,25.91,"1"
3,96,6.2,45,16,7.02,67,8,100,46,98,93,48,100,14,67,"0"
19.63,60,5,56,52,79,100,100,81,75,67,50,57,24,71,28.31,"1"
11.35,82,32,100,55,67,52,21,41,13.57,16,36,58,47,100,48,"7"
100,94,44,100,41,64,89,78,90,73,90,31,52,4.06,19.72,7,"9"
74,73,31,61,47,91,93,100,100,68,83,35,50,8,37.55,13.79,"9"
100,100,77,76,49,53,26,30,20,6,77,5.95,51,17,25.58,10,"6"
5,99,85,100,82,62,40,26,24,26.61,100,25,96,46,13.11,47,"7"
98,100,34,77,15.58,37,20,7.33,89,21.43,100,37,36,51,6,49,"6"
3,98,51,100,66,63,59,22,38,11.32,13.64,25,49,34,100,38,"7"
24,100,24.5,79,59,42,98,10.22,74,20.31,91,45,100,91,13,93,"8"
100,100,73,90,55,75,55,60,36,45,18,30,8.95,15,29.59,17.21,"1"
22,71,44,100,56,74,32,32,15.19,10.53,18,15,59,24,100,38,"2"
58,100,17,78,14.37,37,18,4.42,70,4,100,38,83,78,35,83,"0"
22,100,27,86,12.36,58,1,35,71,40,100,60,96,30,99,38.7,"4"
100,68,62,100,2,85,40,58,88,85,94,35,62,4,18.31,4.36,"9"
15.55,81,31,100,60,80,61,31,50,16.8,29,37,64,45,100,48,"7"
25,55,74,63,65,100,1,75,25,43,100,66,49,34,39.03,28.75,"9"
16.4,97,48,97,100,100,67,68,39,35,23,26.36,7,22,60,33,"7"
11,94,4.52,48,23,6,72,4.38,100,36,84,80,39,100,5,69,"0"
12,96,12,52,62,32,20,9.77,3.79,32,4,78,36,99,100,100,"5"
25.81,100,10,68,55,32,18,11.06,4,30,57,63,100,98,10,98,"8"
100,100,57,85,27,63,5,39,6.1,14,35,11.03,66,20,27,29,"6"
8.97,68,16,100,51,90,35,53,7,19,8,1,58,7.48,100,17,"2"
100,68,75,100,28,83,44,42,49,8.14,25.98,4,31,40,90,59,"8"
50,100,17,86,11.51,58,53,46,100,70,79,55,53,27,36,31.13,"4"
12,96,49,100,55,66,35,32,9,12.16,7.74,31,49,38,100,40,"7"
24.72,89,39,95,100,100,100,78,74,40,57,14.33,28,4,69,17,"7"
56,100,15,74,10.28,39,58,48,100,78,86,69,58,35,30,35.3,"4"
7,80,39,100,78,92,65,58,100,48,85,16,43,6.62,16.91,12,"3"
56,99,18,67,11.72,27,33,8.49,84,22,100,61,82,99,32,100,"0"
59,49,48,85,100,100,95,58,55,23,27.7,2,21,13,82,9.82,"2"
27,70,36,100,66,81,57,44,30,10,13,4,48,5,100,7.33,"2"
100,87,19,100,17,67,92,39,75,14,18.1,20,29,60,94,92,"8"
26.75,15,32,39,66,68,96,99,100,100,81,67,65,34,52,24.62,"1"
35,75,58,100,82,83,64,51,100,37,74,8,33,6.4,36.05,11,"3"
65,100,17,83,52,40,60,6.49,26.24,24,34,65,100,93,66,99,"8"
42,87,100,100,54,83,12,53,53,62,87,41,56,6,30.04,10.57,"5"
100,90,97,100,68,74,45,47,35,20,77,1,61,18,23.82,16.45,"6"
100,100,4,85,92,59,99,21,11,13.19,30.8,32,73,62,49,86,"8"
21,62,45,100,45,96,49,53,51,11,22.2,4.78,56,5,100,6.78,"1"
81,87,37,100,9,73,74,74,78,71,100,32,68,3,11.74,3.73,"9"
23.26,81,26,100,62,100,67,74,59,50,47,24,61,3,100,4.81,"2"
45,100,34,60,47,24,16,9.75,14.76,38,20,73,59,85,100,86,"5"
37.68,100,2,74,11,43,72,39,99,58,100,67,88,34,84,39.72,"4"
37,61,23.38,70,22,92,60,100,91,85,100,57,91,28,80,29.06,"9"
15,82,42,100,70,85,63,63,100,48,82,17,39,6.85,19.54,13,"3"
95,66,100,100,40,98,29,61,34,23,27.16,19.96,11,34,73,56,"8"
87,73,57,100,12,87,12.88,41,27,4,73,5.92,100,38,94,67,"0"
23,75,77,98,100,100,42,88,23,50,84,46,62,10,36.01,13.25,"5"
100,100,59,81,25,53,6,22,38,22.83,88,17,42,24,7.72,9,"6"
33,88,7.99,51,5,6.3,69,4,100,50,85,100,28,89,11,39,"0"
100,100,96,99,84,82,69,65,51,49,35,32,18,15,46.54,18.29,"1"
15,100,39,92,13.74,61,1,36,72,36,100,54,85,36,80,39.995,"4"
20.42,93,45,100,81,71,81,32,69,16.75,21,25,35,31,100,34,"7"
9.92,62,30,95,36,100,34,64,41,29,11.63,2,16,4,100,3.91,"1"
100,100,55,100,22,89,12.81,59,35,61,69,44,54,12,13,14.08,"5"
61,79,98,79,73,100,53,78,100,67,84,37,44,16,34.09,20.96,"9"
26,88,49,100,56,74,32,45,10.61,21,24,5,67,8.64,100,23,"2"
49,92,8,61,9.68,16,56,10.95,97,35,100,81,51,100,28,60,"0"
66,100,18,75,36,35,27,8.13,15.26,28,48,60,100,91,39,98,"8"
46,85,80,100,83,70,52,48,100,39,91,10,43,2.19,27.34,6,"3"
12,60,8.95,28,29,8.67,74,10,100,41,94,79,56,100,16,84,"0"
25,100,19.35,73,16,49,72,51,100,68,89,58,79,29,74,33.06,"4"
19,81,9.62,39,22,14.64,77,17,100,57,85,100,33,98,28,56,"0"
5,96,72,100,69,74,51,37,49,14.34,17.36,27,48,36,100,39,"7"
39,78,45,44,44,2,12.57,4.02,39,37,95,70,100,100,29,78,"8"
100,100,63,81,33,61,9,40,10.12,17,23,10.64,44,20,5,16,"6"
100,71,80,100,24,83,40,48,57,12,29.49,10.71,11,33,78,56,"8"
100,95,75,100,52,80,54,47,83,33,63,9,32,11.17,55.65,16.44,"5"
13,73,46,100,56,67,40,32,13,5.51,9.21,7,49,8,100,6,"2"
29,90,77,100,92,80,44,59,64,45,100,19,53,2,12.65,3.59,"3"
40,94,9.55,51,6,6.98,71,5,100,52,77,100,18,82,6,32,"0"
26,98,14,82,10.48,37,32,5.44,91,14,100,59,71,100,25,99,"0"
16,75,5.09,41,27,5,77,6.54,100,37,85,78,43,100,7,71,"0"
19.21,53,28,58,64,79,100,100,81,77,58,52,37,26,19,27.24,"1"
72,92,19,100,32,58,89,78,91,83,100,39,72,7.62,26.44,8,"9"
99,88,48,100,32,70,85,86,88,68,100,27,60,2.31,16.4,4,"9"
13,79,35,100,58,77,37,41,7.9,12,4,13,55,8.38,100,12,"2"
60,100,8,78,8.61,45,80,42,100,65,72,78,66,39,70,41.04,"4"
13.04,99,58,100,66,68,49,34,31,11.55,14,18,39,36,100,41,"7"
100,99,52,100,42,65,41,29,11,13.91,9.7,30,40,58,100,70,"8"
44,78,73,100,100,86,81,60,98,38,94,12,48,3.22,29.47,3,"3"
18.1,75,23,96,68,100,100,86,72,62,77,33,50,12,10,15.17,"3"
32,88,11,55,17,9,72,6.15,100,40,91,86,37,100,12.52,67,"0"
27,100,4.3,66,6,28,45,8.91,100,20,100,57,76,92,21,90,"0"
15.38,84,28,100,43,75,29,45,12,15,28,6.67,64,2,100,7,"2"
42,100,26,84,14.59,51,47,39,99,62,100,65,68,34,53,35.64,"4"
74,62,100,100,32,99,23,62,88,84,90,54,68,11,29.54,15.31,"9"
82,86,54,100,32,66,93,75,97,79,100,37,70,4.42,23.05,7,"9"
48,88,82,100,100,77,67,55,99,35,93,11,47,1,27.61,4.28,"3"
25.03,30,24,54,52,77,78,100,100,99,88,66,74,33,64,27.69,"1"
100,97,47,100,35,69,67,37,57,4,23.7,8.12,22,30,66,56,"8"
67,86,100,100,79,83,58,67,38,50,21,33,4,17,54.18,20.82,"1"
61,97,21,90,11.81,43,22,5.39,73,12,100,55,78,100,26,94,"0"
59,79,92,70,76,100,66,82,100,59,82,19,44,3.71,48.77,1,"9"
100,87,86,100,41,76,9,49,8.23,18,46,11.12,78,22,15,26,"6"
8.22,55,23,90,35,100,28,51,11,8,5,3.32,52,1,100,1,"1"
20.62,88,27,100,49,74,39,41,16,16,36,4,68,4.53,100,12.27,"2"
15.96,55,33,83,60,100,53,67,46,34,30,1,40,1,100,3.93,"1"
6,100,60,98,62,56,35,15,45,24.11,100,26,69,40,54.82,38,"7"
4,77,54,100,53,97,53,56,52,15,15.68,5.83,51,4,100,9,"1"
33,76,41,100,57,71,34,37,13.55,14,25,16,65,9.61,100,17,"2"
56,73,35,83,35.6,91,39,100,79,91,100,63,96,31,81,24.45,"9"
98,96,52,96,74,64,97,100,97,70,100,28,62,8.5,33.3,14,"9"
100,95,52,100,58,58,59,14,1,11.74,16.77,29,52,55,98,75,"8"
82,93,59,100,20,70,20.86,43,67,35,92,65,86,29,100,37.36,"4"
67,100,24,79,9.98,51,12.85,20,43,4.69,100,6,88,28,29,30,"6"
27,96,5.15,65,4,24,53,9.24,94,29,100,71,62,100,9,83,"0"
45,100,19,72,12.62,41,47,31,100,32,82,63,78,33,80,39.6,"4"
66,100,26,99,42,77,86,95,87,64,100,25,60,3.29,21.62,1,"9"
25.31,52,39,67,76,84,100,100,89,75,78,49,65,24,52,22.78,"1"
46,97,40,100,34.07,71,63,61,100,75,64,98,46,49,34,39.68,"4"
22,100,2,84,15.98,67,31,55,67,47,97,35,100,17,93,31.01,"4"
100,99,53,100,21,90,10.28,62,42,62,70,39,55,10,14,12.89,"5"
20.75,75,46,58,67,22,21,8.55,29,36,74,67,100,100,36,86,"8"
23.77,70,34,93,82,100,93,72,67,44,33,20,49,3,100,3.76,"2"
1,72,20,100,42,73,32,37,5,6,8.25,2,51,1,100,5.43,"2"
100,100,55,78,26,52,9,25,25,16.72,86,15,64,35,15.54,21,"6"
16.1,94,41,100,64,78,49,39,38,15.3,23,38,48,58,100,56,"7"
18,72,68,49,65,13,16.68,7.56,21,35,63,67,100,100,37,84,"8"
13,69,37,100,52,73,32,37,10.45,9,15,12,59,4.23,100,5,"2"
21,83,20,100,14.98,49,18,1,82,10.13,100,49,66,93,3,89,"0"
16,98,10,90,10.59,42,27,3.94,85,9,100,55,69,98,11,100,"0"
16,74,6.22,50,25,7.74,76,3,100,52,74,99,21,100,8.63,51,"0"
35,87,75,100,88,85,69,62,100,40,88,17,45,6,20.98,11.27,"3"
24,64,42,100,42,92,42,52,42,13,14.97,2,46,1,100,2.49,"1"
54,83,100,100,89,94,38,87,38,70,77,34,42,14.35,37.91,19,"5"
100,100,60,96,23,68,7.62,33,17,4.27,69,7,75,38,22,37,"6"
28.48,87,65,67,100,32,78,11.73,40,30,60,66,80,100,4,94,"8"
18,100,80,95,90,61,52,26,26,18.84,100,16,79,32,46.94,36,"7"
66,100,26,87,22.08,68,54,63,100,57,64,40,33,21,9,27.28,"4"
21.79,94,70,100,83,85,67,43,56,7.19,35,9,33,29,100,34,"7"
28.66,73,27,97,90,100,86,73,66,49,100,25,68,6.24,31,9,"3"
93,55,78,100,28,94,49,67,93,75,100,29,60,2,20.04,5.09,"9"
14.65,98,51,98,100,100,74,65,50,28,40,26.75,44,39,96,47,"7"
39,100,10,76,9.03,41,52,25,89,45,100,67,78,33,57,37.25,"4"
20,63,40,98,44,100,40,63,40,25,15.56,1,20,1,100,3,"1"
70,98,13.87,89,60,61,100,26,49,13.02,12,31,46,68,81,100,"8"
89,100,52,79,19,51,17.41,27,59,39,100,62,82,31,63,33.88,"4"
11,95,46,96,100,100,67,71,35,39,18,30.43,23.66,29,39,30,"7"
50,100,34,84,18.79,57,49,44,96,52,97,58,93,23,100,32.96,"4"
94,100,73,92,59,66,99,93,100,82,89,44,50,16,35.41,19.49,"9"
81,92,29,100,11,78,72,82,100,70,94,31,60,1,14.51,4.53,"9"
13.2,79,39,100,82,90,53,57,86,49,100,17,57,7.68,14,13,"3"
24,80,10.83,45,16,13.1,79,13,100,58,75,100,16,74,12,28,"0"
10,81,51,100,92,73,80,31,51,13.56,13.96,24,38,39,100,38,"7"
28.29,89,76,100,95,88,66,48,58,8,34,6.73,17,27,100,33,"7"
57,88,4,100,26.33,63,63,33,100,13.53,28,14,49,52,91,87,"8"
18.09,100,17,94,71,87,51,49,32,11,8,16.58,24,22,100,35,"7"
61,79,57,100,100,93,65,68,94,46,77,18,27,10.55,32.83,16,"3"
6,67,31,100,66,91,48,52,17,19,7.51,4.88,50,3,100,3,"2"
31,100,6.14,69,7.03,27,37,5.46,87,11,100,51,71,85,23,85,"0"
36,86,91,100,61,91,21,65,58,48,100,27,59,4,40.4,4.76,"5"
29.13,63,34,43,58,12,59,7.91,34,30,21,62,51,88,100,100,"5"
100,97,26,100,66,60,89,18,8,12.99,20.27,31,62,65,77,98,"8"
13,68,27,100,56,86,34,44,7.72,9,4.43,5.54,50,4.42,100,8,"2"
55,100,5,69,13.47,45,91,53,100,79,57,95,47,45,22,38.19,"4"
10.52,86,46,100,88,77,78,36,51,14.57,11,26,45,37,100,42,"7"
26,81,55,100,69,75,68,62,100,46,78,16,36,9.19,25.59,16,"3"
100,100,48,87,15,60,6,26,35,19.75,74,18,44,45,7.07,29,"6"
100,55,42,50,29,81,75,100,96,69,82,33,51,3,30.29,4.26,"9"
3,62,28,94,39,100,41,60,36,22,5.25,8.49,50,7,100,13,"1"
100,100,68,89,50,67,32,46,23,23,25,13.19,48,2,34.35,2,"6"
16,81,48,100,75,80,36,62,89,49,100,19,53,3.32,7.82,3,"3"
100,100,58,82,26,53,6,21,38,16.29,88,15,57,36,7,29,"6"
18,82,22,100,39,68,27,30,10.62,1,23,8,67,5.19,100,20,"2"
8,94,71,100,39,96,6,71,60,71,100,35,55,12.25,35.52,16,"5"
77,83,100,100,61,93,87,83,93,52,83,12,40,12.1,45.12,18,"9"
96,75,82,100,55,79,96,86,100,56,89,18,48,2.64,31.22,2,"9"
96,70,76,100,46,73,98,69,100,64,98,24,52,3.24,25.87,2,"9"
78,100,21,80,49,44,95,76,91,80,100,34,62,10.95,32.23,13,"9"
24,100,10,59,49,35,21,7.45,2,21,7.67,64,46,85,100,87,"5"
15,97,66,100,72,64,54,20,34,13.42,13.84,37,52,40,100,45,"7"
33,75,51,100,63,71,36,31,9.76,11.24,4,16,52,15,100,17,"2"
14.47,95,44,100,66,70,48,35,24,11.9,2,22,42,35,100,38,"7"
100,100,67,84,34,62,10,38,10.77,11,42,8.6,32,24,1,20,"6"
93,100,47,99,55,75,100,84,96,62,86,21,47,2.79,31.22,3,"9"
12,100,22.03,71,25,43,86,44,100,75,90,52,90,20,90,30.725,"4"
15,58,8.28,19,33,16.18,71,18,100,52,93,93,54,100,15,85,"0"
52,100,20,71,12.43,40,61,39,100,47,76,68,76,34,78,36.53,"4"
22,85,61,100,99,79,61,54,74,42,100,15,52,7.22,16.96,13,"3"
38,96,40,57,61,16,5,8.06,16.6,36,50,68,100,100,56,96,"8"
22,57,50,98,61,100,56,50,35,10,18.21,2,52,6,100,7.39,"1"
93,77,49,100,19,73,72,68,90,63,100,20,58,5.96,18.81,10,"9"
35,90,100,100,39,88,11,55,62,64,89,36,57,4,33.84,6.69,"5"
38,92,100,100,52,94,15,58,69,72,94,35,58,4.3,38.48,2,"5"
55,93,81,100,73,72,77,51,100,28,70,8,32,5.2,40.48,9,"3"
100,82,29,97,14,62,60,22,28.01,12.14,27,39,99,72,77,100,"8"
2,78,35,100,88,85,47,58,100,50,98,15,43,12.52,21.83,23,"3"
4,64,32,98,38,100,40,62,40,23,6.21,2.92,32,4,100,4,"1"
100,100,41,89,8,59,2,23,46,22.67,88,23,43,43,7.68,24,"6"
32.78,97,60,100,42,99,5,69,44,59,100,43,69,10.22,30.28,13,"5"
35,96,42,100,16,65,7,28,44,18.73,100,16,62,35,16.19,22,"6"
5,94,11,76,17,100,78,98,100,91,84,57,72,23,65,32.83,"7"
25,93,33,100,43,51,35,15.23,3,22,12,48,55,59,100,64,"7"
39,76,64,100,89,81,66,50,100,34,91,6,41,9.26,32.91,18,"3"
26.55,94,6,100,44,100,39,63,19,29,24,10.62,63,5,100,17,"2"
89,100,64,76,25,50,19.79,30,66,26,95,52,100,31,95,37.66,"4"
84,100,33,78,19.34,50,43,34,100,45,98,57,62,30,39,30.33,"4"
37,90,19,57,66,43,40,5,14.6,10.84,21,50,52,90,100,100,"5"
24.3,40,35,58,67,80,100,100,86,78,68,52,49,27,38,28.06,"1"
14,78,56,100,88,80,71,41,36,12,11.11,10.24,49,12,100,7,"2"
76,100,40,87,14.25,68,8,56,68,45,100,42,68,21,44,31.86,"4"
14.58,98,45,100,70,95,57,48,55,16.46,23,25,50,34,100,38,"7"
16,78,53,100,81,76,53,46,94,46,100,15,44,7.7,14.88,14,"3"
16,100,10,57,64,35,25,10.1,3.34,31,5,80,39,96,100,94,"5"
100,100,63,98,38,91,42,66,77,56,60,34,30,16,32.41,18.52,"5"
97,63,77,100,32,79,72,63,96,67,100,23,56,2.2,19.96,4,"9"
57,100,30,77,8,53,11.93,28,10,4,60,8.23,100,16,62,24,"6"
100,100,58,92,22,68,8.51,39,8,7,55,4.89,74,28,34,48,"6"
91,100,48,99,60,83,100,84,99,47,87,13,44,2.72,39.95,2,"9"
15.78,79,33,100,63,82,44,49,14,22,19,1,59,1,100,5.63,"2"
100,78,64,100,44,72,52,35,44,8.09,26.19,2,18,36,67,56,"8"
28,81,44,54,92,34,54,1,18.37,10.71,18,45,45,86,100,100,"5"
83,90,100,100,42,82,9,55,73,62,77,27,32,10.74,40.05,13,"5"
44,85,93,100,100,92,45,81,51,68,93,36,50,13.39,38.15,17,"5"
39,90,4,68,5.81,20,41,8.48,84,24,100,70,67,100,23,80,"0"
21,74,43,100,52,64,32,28,13.81,6,22,3,61,2.65,100,1,"2"
24,70,42,100,100,100,72,69,66,54,92,26,45,3.38,22.61,2,"3"
58,81,90,100,100,96,58,86,38,67,67,36,39,7.33,39.9,10,"5"
24.7,38,31,56,67,77,100,100,93,91,72,62,58,32,58,26.56,"1"
14,68,56,100,75,97,68,60,64,22,21.34,4,18,2.82,100,3,"1"
26,88,5.11,58,4,17,54,8.13,96,28,100,69,63,100,12,86,"0"
46,85,42,100,52,73,32,41,11.66,16,21,7,62,5.95,100,17,"2"
24,80,38,100,90,93,58,66,64,48,100,25,56,6,17.18,8.83,"3"
54.84,92,52,62,100,32,79,5.95,15,10,42,42,82,74,61,100,"8"
70,100,82,88,40,64,16.59,40,32,26,100,42,90,27,86,35.84,"4"
28,89,64,100,100,92,79,71,59,51,68,27,39,9,27.22,13.94,"3"
77,100,30,79,11.72,40,11,4.71,64,8,100,42,98,85,46,95,"0"
100,100,57,92,24,87,13.91,58,33,57,66,42,48,13,8,17.192,"5"
40,70,1,38,13.44,7.3,61,9,95,43,100,83,59,100,28,65,"0"
30.32,68,40,78,76,100,88,91,88,68,88,45,88,22,100,23.94,"1"
77,100,32,78,13.62,55,7,34,86,42,100,46,57,24,39,29.69,"4"
9.26,77,33,100,55,77,38,42,11,12,2,10.32,51,8,100,8,"2"
36.68,78,19,95,58,100,92,89,100,67,92,44,81,21,67,23.18,"9"
32,77,52,100,91,90,79,61,100,38,95,11,43,9.27,31.02,17,"3"
25.7,65,42,81,88,100,100,91,85,68,67,46,50,23,42,21.83,"1"
90,100,52,84,17,55,11.06,22,42,3.56,100,8,72,30,13,25,"6"
46,100,22,66,16.74,32,69,38,100,45,56,65,53,28,51,34.03,"4"
38,50,49,98,59,100,56,50,34,7,19.92,9,52,4,100,6.81,"1"
29.26,35,44,64,61,100,61,48,31,10,18.41,8.84,54,2,100,1,"1"
100,100,65,89,35,63,9,34,9.73,2,44,4.56,55,25,7,19,"6"
38,100,73,98,71,69,78,46,100,20,77,6.28,38,3.7,32.39,6,"3"
17,97,89,100,48,96,21,70,59,67,100,36,63,12.86,37.76,16,"5"
16,100,15.28,55,64,39,46,6.79,12,15,11.26,63,29,96,100,98,"5"
36,100,31,82,11.3,50,20,26,85,39,100,63,69,32,43,34.13,"4"
12,69,88,84,100,100,71,80,47,60,29,40,12,19,53.18,20.47,"1"
100,99,68,100,47,74,52,52,81,42,63,14,30,10.6,47.49,16,"5"
100,100,73,76,37,49,26.72,25,51,28,90,40,85,28,88,37.12,"4"
80,100,37,76,10,50,7.1,22,39,11.77,100,13,68,37,2,46,"6"
95,100,50,78,17.78,57,12,37,90,43,100,48,68,25,55,28.78,"4"
100,100,55,93,12,66,5.62,29,30,15.62,84,15,72,48,10,46,"6"
40,89,28,61,58,28,23,6.61,7.02,24,6,63,45,92,100,100,"5"
77,96,17.07,100,21,61,90,30,62,14.13,12,24,56,62,100,100,"8"
29,71,50,100,70,77,41,49,11.86,28,7,18,51,4,100,7.66,"2"
4,65,14,100,24,66,16,28,12.15,1,34,5.19,66,3.98,100,5.97,"2"
40,97,2,65,12.17,9,51,11.31,94,46,100,100,38,95,14,44,"0"
42,97,27,86,11.91,40,26,5,86,13,100,59,65,100,5,93,"0"
4,85,64,100,96,72,68,34,44,30.48,100,31,87,44,33.82,41,"7"
26.15,46,49,68,72,100,68,88,64,55,55,22,9,1,100,6.3,"1"
25.87,71,47,85,100,100,100,81,84,61,66,41,47,20,31,20.94,"1"
100,100,52,83,16,58,4.89,31,16,5,84,6.72,66,23,7,24,"6"
30,70,57,100,57,80,62,45,54,12,24.27,2,43,2,100,4.91,"1"
19,97,72,100,68,73,30,51,81,42,100,17,54,2,14.29,4.63,"3"
46,69,93,73,81,100,55,81,100,62,93,22,48,7,41.32,11.55,"9"
82,73,74,100,32,75,73,38,78,7.6,21.03,2,34,33,100,60,"8"
21,57,43,100,44,79,36,30,18.83,2,5,3,53,1,100,4.42,"1"
90,100,55,85,17,58,13.9,26,35,2.65,100,5,87,33,22,36,"6"
11.45,93,42,100,67,55,52,18.4,10,2,11,27,55,36,100,39,"7"
4,89,10.32,73,23,99,87,100,100,88,79,59,59,29,44,30.76,"7"
41,90,72,100,86,75,60,50,100,35,89,10,44,1.87,27.9,5,"3"
8,100,13.03,83,10.95,52,63,44,100,67,82,63,69,31,61,33.975,"4"
17,94,19.39,66,11,93,63,100,100,98,81,64,62,29,47,28.83,"7"
6,95,75,100,81,65,48,27,41,24.76,100,24,70,45,47.41,49,"7"
96,64,100,100,50,99,15,68,28.37,31,22,24.42,47,27,14,25,"6"
11,75,26,100,46,81,28,46,12.42,17,21,19,59,7.02,100,11,"2"
30.43,93,64,100,100,80,91,50,80,20,68,12.32,22,20,87,28,"7"
22,80,18.78,35,32,27.97,87,22,100,69,61,100,18,65,9,19,"0"
17,87,32,100,55,79,51,48,33,21,25,4.96,62,2.82,100,4,"2"
89,77,57,100,19,73,16.11,36,19,6.55,67,5,100,35,83,67,"0"
22,91,3,65,65,51,54,7.65,10.23,2,9,55,28,100,100,99,"5"
100,98,100,100,71,83,50,66,36,50,21,33,10.79,16,7,19.09,"1"
100,99,68,100,32,70,10,35,20,3.64,76,4,59,31,16.27,23,"6"
11,100,16,66,27,32,34.83,9.91,14,28,64,59,100,92,39,97,"8"
29,88,77,100,81,74,47,51,100,49,98,20,56,2.74,12.91,4,"3"
28.34,68,54,81,92,100,100,85,95,63,90,42,87,21,85,22.12,"1"
34,81,30,59,100,51,90,14,22,13.02,12.76,43,20,92,90,100,"5"
3,90,54,100,100,90,82,70,64,49,72,28,62,9,18.9,13.28,"3"
20,85,61,100,100,93,67,69,82,44,93,18,48,4,15.12,5.49,"3"
